URL,Descriptions
http://www.angelfire.com/planet/nurein/gm.htm,"TSS GRAIN MILLERS ... T.S.S AFFILIATE COMPANIES. KWALE 
DEVELOPMENT FARM LTD Get your score today. Establish a credit profile with 
Metropol."
http://www.medihealgroup.com/,"MediHeal Group of Hospitals, ELDORET successfully performed the first Cadaver 
... Mediheal Group started its first facility in Eldoret in 2004 its now with multiple ..."
http://www.wananchitelecom.com/,"Core Services. bandwidth Internet. High-capacity Scalable Internet to ISPs, GSM 
& Fixed line Operators. satelite Wavelength DWDM. Dense Wavelength ..."
http://www.eslon.co.ke/,"Eslon Plastics of Kenya Ltd. Under upgrade, watch out! ESLON happens to be 
one of the oldest companies in water sector in Kenya having been set up in the ..."
http://pisukenya.com/,"ABOUT US. Incorporated in the year 1979, Pisu & Company provides solutions 
and a complete package of materials for the installation, commissioning and ..."
http://www.ekahotel.com/,"Eka Hotel, Nairobi Airport and Business Hotel offering Accommodation, Dining 
and Meetings and Conferences in Nairobi, Kenya."
https://softkenya.com/directory/mombasa-salt-works-ltd/,"Mombasa Salt Works Ltd is located in Changamwe. For more information about 
Mombasa Salt Works Ltd use the contacts below:"
https://softkenya.com/directory/laborex-kenya-ltd-head-office-branch/,"Laborex Kenya Ltd - Head Office Branch is located in Farm Auto Spares Complex
,Next to Plaza 2000, Msa Rd, Nairobi. For more information about Laborex ..."
https://en.wikipedia.org/wiki/African_Safari_Club,"African Safari Club was actually a tour operator as opposed to a club. They 
operate mainly in Africa and Egypt and their websites claim they were founded in
 ..."
http://www.businesslist.co.ke/company/38489/kenya-tanning-extract-co-ltd,"Company name. Kenya Tanning Extract Co Ltd. Address. Magoko Rd, 1-01000 , 
Thika, Kenya. Phone. +254-202242425. Fax. +254-6722665. Have questions?"
http://www.intraafrica.co.ke/,"School Package Insurance. IAA is now offering a comprehensive package to 
cater for insurance needs of learning institutions. Learn more · Contact us.Head Office. 3rd Floor, Williamson House, 4th Ngong Avenue, P.O ...OUR VISION. To be the leading provider of insurance services ...Home · IAA Careers · Marine Portal · Media Center · Downloads ...Home · IAA Careers · Marine Portal · Media Center · Downloads ..."
http://www.kam.co.ke/,"Kenya Association of Manufacturers (KAM) is a respected business association 
that unites industrialists and offers a common voice for businesses.Contact us today if you have any inquiries about Kenya ...KAM members comprise over 700 companies, each falling under a ...Opportunities. KAM regularly invites bids for projects, as well ...The Manufacturing Academy aims at providing training and ...KAM membership constitutes 40 percent of manufacturing value ...KAM members are categorised into 14 sectors, 12 of which are ..."
https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=12401620,"Sameer Investments Ltd., through its subsidiaries, engages in the businesses of 
agriculture, business parks, energy and power, export processing zone (EPZ), ..."
https://panjiva.com/Royal-Garment-Industries-EPZ-Ltd/5746208,"See Royal Garment Industries (EPZ) Ltd.'s products and customers. Thousands 
of companies like you use Panjiva to research suppliers and competitors."
https://www.allianceginneriesltd.com/,"Alliance Ginneries Ltd is a Cotton Ginning company operating in Southern Africa. 
Alliance works with over 50000 farmers across the across the region."
http://thenairobihosp.org/,"Welcome To The Nairobi Hospital. We' ve built a long standing relationship 
based on trust. The Nairobi Hospital stands out as one of the nation's top Hospital
, ..."
,
https://www.linkedin.com/company/narcol-aluminium-rolling-mills,"See who you know at Narcol Aluminium Rolling Mills, leverage your professional 
... Gulf Aluminium Rolling Mill B.S.C. (c) - GARMCO; Sunseeker East Africa Ltd ..."
https://www.n-koei.co.jp/english/,logo. | Japanese | News | IR | CONTACT US |. Nippon Koei.
http://plastico.ca/Contact-Us.htm,"We are at the center of Ontario's manufacturing hub. A supplier to some of the top 
manufacturers in the world, Plastico Industries plays a key role in maintaining ..."
http://www.houzz.com/pro/antonellaitlbuild/italbuild-imports-ltd,"Italbuild Imports Ltd, Nairobi, KE 82100. ... Italbuild Imports Ltd · Professionals 
General Contractors · Review me. Contact Me. Click to Call. Overview · Projects ..."
http://www.lapsset.go.ke/,"The LAPSSET Corridor Program is Eastern Africa's largest and most ambitious 
infrastructure project bringing together Kenya, Ethiopia and South Sudan.Chester House, Second Floor Koinange Street P.O. Box ...LAPSSET Corridor Program enhancing Kenya's position as ...Principal Secretary, State Department of Transport ...Chester House, Second Floor Koinange Street P.O. Box ..."
http://www.gibbafrica.com/,"GIBB International Ltd (formerly Sir Alexander Gibb & Partners, Africa) and ... The 
principal concern of GIBB is to follow the best environmental practice both in ..."
http://www.schneider-electric.com/,"As a global specialist in energy management and automation with operations in 
more than 100 countries, we offer integrated energy solutions across multiple ..."
http://www.thikacoffeemills.com/,"Thika Coffee is a leader in specialty African coffees. We are producers and 
exporters of specialty green coffee beans from around the African continent.Thika Coffee is a leader in specialty African coffees. We ...Pricing. With a fully established futures trading and quality ...Careers. At the moment we have no vacancies available but we ...A renowned coffee farmer and with a long experience in coffee Mr ..."
https://www.koinoniafarm.org/,"A Place of Community Koinonia, a Greek New Testament word, means “
communion,” “community” or “fellowship.” Like the first Christians, we worship, 
work, ..."
http://www.businesslist.co.ke/company/27675/charansons-ltd,"Have questions? Get answers from Charansons Ltd or BusinessList.co.ke users. 
Visitors haven't asked any questions yet. Ask a Question ..."
https://panjiva.com/Leena-Apparels-Ltd/36843472,"2015-10-19. 2015-09-10, Leena Apparels (EPZ) Ltd. Williamson Dickie Mfg. Co. 
65% POLYESTER 35% COTTON MEN'S WOVEN POPLIN SHIRTS . NOS."
https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=109105034,"Gateway Insurance Company Ltd. provides general insurance services. It offers 
personal insurance policies that include risk, domestic package, personal ..."
https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=33370941,"Feb 28, 2017 ... General Motors East Africa Limited company research & investing information. 
Find executives and the latest company news."
http://www.gluk.ac.ke/,"“I take this opportunity to congratulate and welcome all the students that have 
shown interest in being part of the GLUK fraternity. Karibuni sana and let's join in
 ..."
,
http://www.neurotechltd.com/,"Consulting Services. Project scoping and planning | ICT Strategy and roadmap | 
Product/ Application Management and advisory | Business process and system ...By partnering with Neurotech, an independent, trusted advisor ...By partnering with Neurotech, an independent, trusted advisor ...Who we Are. One of the Africa's foremost providers of consulting ...-Application Development & Integration; -ICT security ..."
http://trickleout.net/index.php/casestudiesmainmenu/flipflopcase,"Founded in 2005, the FlipFlop Recycling Company (FFRC) is a social and ... The 
FFRC collects discarded flip flops from around the world which wash up on ..."
http://listings.findthecompany.com/l/274795451/Pastec-Limited-in-Nairobi-Kenya,"Pastec Limited is a service located in Nairobi, Kenya. View phone number, 
employees, products, revenue, and more."
http://listings.findthecompany.com/l/269248881/Consolidated-Marine-Construction-Ltd-in-Mombasa-Kenya,"Consolidated Marine Construction Ltd is a heavy construction company located 
in Mombasa, Kenya. View phone number, employees, products, revenue, and ..."
http://www.salamafikira.com/,"Jan 18, 2017 ... Salama Fikira is a corporate security company and risk ... Salama Fikira 
International Limited is headquartered and trades from Mauritius."
http://www.icpac.net/,"The Greater Horn of Africa (GHA) is prone to extreme climate events such as 
droughts and floods. These extreme events have severe negative impacts on key
 ...The purpose of the SCIPEA project is to strengthen climate ...Water Applications ... of climate in water resources related sector ...ICPAC with the support of UNDP, USAID PREPARED project and ...Dekad 26-2016. Published 20/09/16. Rainfall was recorded in ...About us. The Greater Horn of Africa (GHA) is prone to extreme ...Welcome to IGAD RCC. ICPAC routinely produces Seasonal ..."
https://www.kenyaplex.com/business-directory/27854-swan-millers-ltd-kisumu.aspx,"Swan Millers Ltd, Kisumu. Address:Sabuni Road; City/Town: Kisumu; Telephone 
Number: +254-057-2022001; Email Address: Website: Category: Millers ..."
https://www.linkedin.com/company/tooltek-international-ltd,"Learn about working at Tooltek International Ltd. Join LinkedIn today for free. See 
who you know at Tooltek International Ltd, leverage your professional network, ..."
https://www.linkedin.com/company/coast-clay-works-td,"Learn about working at COAST CLAY WORKS LTD. Join LinkedIn today for free. 
See who you know at COAST CLAY WORKS LTD, leverage your professional ..."
http://www.kuguru.com/cateres_milling.htm,"CATERESS MAIZE FLOUR. The Cateress Milling Company (KFCL's milling 
company) produces high quality first grade sifted maize flour, otherwise known as
 ..."
https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=12787636,"Power Technics Limited manufactures electrical products. It offers cable 
management systems that include cable trays, cable ladders/cable racks, mesh 
trays, ..."
http://www.polyflexmachines.com/,"Poly Flex Industries. Manufacturer & Exporter of World Class Printing Machines. 
We make use of high grade raw material, that further, ensure superior quality ..."
https://www.umma.ac.ke/,"Umma University is an Islamic based accredited Private University in Kenya. 
Umma offers Islamic Studies, Islamic Sharia, Islamic Banking and Finance, ..."
http://modefinserver.com/,"End to End Mobile Commerce, Payment and Banking Platform, mobile commerce 
solution, eGovernment to the mobile Transforms, Branchless Banking Solution ..."
http://www.mtrh.or.ke/,TLtQuLyPQJnNpOtnuZgcEu6A_5Rsslp_H__iVKqdcGE.
http://www.garbage.co.ke/,"Garbage Dot Com will use an Integrated solid waste management approach 
which involves using a combination of techniques and programs to manage 
waste ...GARBAGE. DOT COM LTD. Lusaka Road (Near D T Dobie ...What We Do. Leading the field in sustainable waste management ...Garbage Dot Com Ltd was registered in 2003 to fill in the ...Get A Quote. Fill in the form details below to receive an instant ...We currently offer the following services: GARBAGE ..."
https://www.oxford.co.ke/,"Oxford Advanced Learner's Dictionary is the world's best-selling advanced 
learner's dictionary. The Oxford Advanced Learner's Dictionary 9th edition is 
much ...The Oxford Place, Elgon Road, Upper Hill, PO Box ...OUP East Africa Ltd (OUPEA) furthers the University's mission ...Exciting career opportunities. Oxford University Press (OUP), ...Certificate Geography coursebook 3 has been revised, refined and ...Primary Schemes of Work ... Oxford University Press are ...Details: Written by Daniel Wakaba: Category: Latest News ..."
https://www.copycatgroup.com/,"COPY CAT GROUP · SUCCESS STORIES ... CATALYST FOR THE FUTURE. 
Choose A Country. Trusted by Over 2500 Companies. Across the Region ..."
http://www.aberdair.com/,"Operations. Aberdair's core focus is on the supply of fixed wing and helicopter 
contract support for clients across Africa. Aircraft are provided on an ACMI more.CONTACT US. NAIROBI, KENYA. Aberdair Aviation Limited. 3rd ...Aberdair's base maintenance facility is located at Nairobi's ...ABOUT US. Aberdair Aviation is a Group of general aviation ...OPERATIONS. An Aberdair EMB-110 on an oil spill dispersant ..."
http://kenyalaw.org/caselaw/cases/view/12744/,"Sep 3, 2004 ... J.A.O. v Homepark Caterers Ltd & 2 others [2004] eKLR .... b) That she therefore 
wanted to travel to and live in her rural home in Nyanza."
http://www.pyramidpackaging.com/,"Pyramid Packaging is a value-added supplier of packaging machinery, supplies, 
and services."
http://www.glacierproductsltd.com/,"Glacier Products Limited is the only ice cream makers, manufacturers and 
suppliers with ISO 22000 2005 certification in Kenya, Uganda, Tanzania, 
Rwanda and ..."
http://vajas.biz/,"Vajas Biz. ... We have grown to become the largest manufacturers and solution 
providers of branded merchandise across the region. We have worked with ...Contact Us. Contact Information. * Required Fields. *Name ...Corporate. Vajas Manufacturers is one of the leading suppliers of ...Home >; About Us. Who are we? Founded in 1967, we have a ...Mens Light Weight Round Neck T-Shirts ... Contrast Neck Rib ..."
http://www.hoovers.com/company-information/cs/company-profile.kenya_stationers_limited.5642cc98ca02c373.html,"KENYA STATIONERS LIMITED company profile from Hoover's – get an in-depth 
analysis of KENYA STATIONERS LIMITED business, financials, industry focus, ..."
http://www.esaja.com/Servicoff-Limited/company-details?id1=6505,"Servicoff Limited is a Food & Beverage Company that is located in Nairobi, 
Kenya. Coffee is all about what's in your cup, right? Wrong! There is so much 
more to ..."
http://www.sbi.co.ug/,"SBI International Holdings AG (U) is the uganda branch which has a solid 
financial base and implements turnkey projects,EPC contracts, join ventures and
 ..."
https://www.kenyaplex.com/business-directory/529-premier-knitwear-limited-nairobi.aspx,"Premier Knitwear Limited, Nairobi. Address:Box 22460-00400 Nbi Baba Dogo 
Road(Ruaraka); City/Town: Nairobi; Telephone Number: 862260; Email Address:
 ..."
https://www.treadsetters.co.uk/,"Treadsetters - Wholesalers of Truck Tyres, Bus Tyres, Car Tyres & Van Tyres. 
Extensive range of leading, mid range and budget tyres. Super wholesale prices
 ..."
https://www.msc.com/ken/contact-us/oceanfreight-nairobi?lang=en-gb,"OCEANFREIGHT NAIROBI. Call: +254 41 2159 000. Email: KE074-Info@msc.
com. Oceanfreight (EA) Ltd. MIRAGE Building, Mezzanine Floor Chiromo Lane"
http://dawalimited.com/,"Dawa Limited is one of the leading pharmaceutical manufacturers of human and 
veterinary medicines in Kenya and East Africa. Through our specialised animal ...Baba Dogo Road, Ruaraka P.O. Box 16633-00620. Nairobi ...Dawa Group is one of East Africa's top players in the pharmacy and ...Dawa Limited is one of the leading manufacturers of ...Dawa Limited takes pride in our staff, this is because we work ...At the Dawa Group, we are in the business of improving your ...You can find an A-to-Z list of our generic human health products ..."
http://www.allfruit.co.ke/,"Mar 19, 2015 ... Allfruit EPZ Limited is a fruit processing company involved in the sustainable ... 
It's all good with Allfruit. Natural, premium quality fruit juice"
http://www.shell.com/about-us/contact-us/contact-kenya.html,"Shell Kenya contact details. ... Below, find information and contact details for 
Kenya. Fuels. In Kenya, Shell fuels and lubricants are sold by Vivo Energy, the 
Shell ..."
http://www.freightforwarders.co.ke/,"freight forwarders kenya ltd provides customs clearance, warehousing, 
stevedoring & expediting, specialised heavy lift & haulage, air freight, supply 
chain, and ..."
http://www.biodeal.co.ke/,"June 2012 Product Launches: Biodeal launches the following products into the 
Kenyan market....Biodeal laboratories in Kenya TOP 100 Survey Biodeal ..."
,
http://www.castingarea.com/fa/kenya/alloysteel.htm,"Alloy Steel Castings Ltd. - Nairobi, foundry for carbon and alloyed steel cast 
components for transport, mining, agriculture and process industries, valves, 
wear ..."
http://regalpharmaceuticals.com/,"Regal pharmaceuticals range of products include: Anti-biotic, Mouthwashes,Anti-
diarhoel,Anti-asthmatic,Topicals,Multivitamins and Tonics, Cold remedies, ...Regal Pharmaceuticals Ltd. Pharmaceuticals ...Careers - Vacancies. Welcome to the Regal Pharmaceuticals Ltd ...History REGAL Pharmaceuticals Limited, a Kenya-based ...Fields marked with ( ! ) are required. Department: ( ! ) Sales ..."
http://www.uneeco.co.ke/,"Welcome to our website Now successfully operating for over 25 years, Uneeco 
has grown at an unprecedented pace to firmly establish itself as the leading ...If you have an inquiry, you may send it to us directly using the ...Careers. http://www.uneeco.co.ke/uploads/images/ Uneeco is ...Now successfully operating for over 25 years, Uneeco has ...Uncoated Woodfree Paper & Boards • Carbonless Paper ..."
,
http://krc.co.ke/,"Kenya Railways Postpones Inter-county Train Operations on Madaraka Express. 
June 30, 2017. photo4 Madaraka Express Train Service: Ticket Payment Via ..."
http://www.ramco-group.com/our-companies/platinum-packaging/,"Manufacturers of flexible packaging in the gravure industry. Contacts: Platinum 
Packaging Ltd Steel Makers Compound, Mombasa Road P.O Box 17524- 00500,
 ..."
https://www.coninx.co.ke/,"Since 1989, service, relationships, quality and innovation have been the 
cornerstones of Coninx Industries Ltd. PVC Pipe Manufacturer , PVC Pipe Fitting,
 ...Join us to provide a more sustainable future. info@coninx ...Contact ... also send us an sales@coninx.co.ke and we will get in ..."
https://hotpoint.co.ke/,"Small Kitchen Appliances ... Von Hotpoint HA10010T Trolley Speaker System - 
100W ... Von Hotpoint HR4211GW Rice Cooker 4.2L - White ... 2014-2017 
Hotpoint Appliances Ltd; +254 20 3699000 · onlinesales@hotpoint.co.ke; Crafted 
by ..."
http://www.kiwasco.co.ke/,"KIWASCO was established through the reforms that took place in the water sector 
... Kisumu Water and Sewerage Company Ltd (KIWASCO) was established ...Contact Form. Name: Email address: Phone Number ...Water Services. We offer the following water services: Bulk ...Home · About Us · Services · Customer Information · News ...Open Tenders. Invitation to Tender 13th March, 2017. Invitation to ...You also know that you can receive your bills on SMS ...Important Information for New Water ... The customer is ..."
https://softkenya.com/directory/tripac-chemical-industries-ltd/,"Tripac Chemical Industries Ltd is located at Bobmil Complex Mombasa Rd Ind 
Area, Industrial Area, Nairobi."
http://www.elyschem.com/,"pharmaceutical manufacturers in kenya, medicament suppliers in kenya, 
pharmaceutical supplies, Elys Chemical industries ltd."
https://en.wikipedia.org/wiki/Kenya_Television_Network,"Kenya Television Network (KTN) is one of the leading television stations in 
Kenya with its .... It also publishes a Swahili paper called Baraza which has since 
been continued though it retains it in its official name KTN Baraza Limited. 
Besides ..."
https://www.uap-group.com/,"Welcome to UAP. We are Happy to Serve. Select country: Kenya · Uganda · 
South Sudan · Rwanda · D.R. Congo · Tanzania · Facebook · Twitter; Linkedin.... with interests in Insurance, Investment Management ...UAP Financial Services Uganda is a licensed capital markets ...Contact Us anytime anywhere.About UAP > Rwanda Subsidiaries > UAP ... UAP Insurance ..."
http://www.m-kopa.com/,"Kenya shows renewables scoop to plug Africa's power supply gaps. 3; 1008; M-
KOPA ... M-KOPA Solar – Staying tuned off the grid. 1; 773; M-KOPA · News."
https://www.wartsila.com/ken,"Wärtsilä in East Africa. Wärtsilä Eastern Africa Limited was established in August 
1997 at Nairobi, Kenya to serve the growing East African Power Market.Contact us. Wärtsilä Eastern Africa Ltd ABC Towers - 7A, ABC ...Wärtsilä partners with Solar Fire Concentration to create ...Careers. The world has enough talkers. We are doers. We are ...Management Team. rashid_shamsi Rashid Shamsi ...About Wärtsilä in Eastern Africa. Wärtsilä Eastern Africa Limited ...History. The history of Wärtsilä Corporation can be found on ..."
http://adriankenya.com/,"Adrian Kenya Limited has continued to expand her portfolio in the 
telecommunication industry becoming the leading partner of choice in 
infrastructural ..."
http://www.sarl.co.ke/,"Specialized Aluminum Renovators Limited (SARL) is an Award-winning, Nairobi-
based company established in 1992 that is recognized across East Africa as ...Specialized Aluminum Renovators Limited (SARL). Road A, Off ...ALUMINIUM & uPVC. © 2011-2012. Specialized Aluminium ..."
http://www.ramco-group.com/our-companies/asl-packaging-limited/,"ASL Packaging Ltd manufactures corrugated cartons and expanded polystyrene 
boxes for the FMCG, horticulture & fish export sectors. They also manufacture ..."
https://www.betterplace.org/en/organisations/10087-mewa-muslim-education-and-welfare-association,"MEWA has been founded in 1985 and officialy registered in Kenya in 1986. In 
1993 it has been awarded with the registration as a ..."
https://ecotecbatcharger.com/,"Ecotec produces industrial battery chargers and other power conversion 
equipment. ... From battery chargers for lift trucks to chargers for batteries for floor 
cleaning equipment and everything in between, Ecotec has ... 2017 Ecotec LTD 
LLC."
http://www.macnaughtonltd.com/,Quality pharmaceuticals and medical supplies for healthy nations.Contact Our Kenya Office. Contact. Address: MacNaughton CentreCompany Directors. Print; Email. About Us. George McKnight ...MacNaughton is one of the leading pharmaceutical distributors in ...MacNaughton Ltd has been established in Uganda since ...Company History. Print; Email. About Us. MacNaughton Ltd ...MacNaughton Ltd has been established in Tanzania since ...
http://www.chandaria.com/,"Chandaria Industries Limited. ... Call us: +254 721587270 | info@chandaria.com 
· Home · Go-Green · Recycling · About Us · Who We Are · Our Brands ...Chandaria Industries Ltd is the largest company within ...Mahesh Chandaria is one of the most accomplished executives ...We know you want to make a difference and so do we ...Who we are. Chandaria Industries is the largest company within ..."
https://www.facebook.com/pages/Vastu-Company-Limited/781197308615537,"Vastu Company Limited, Nairobi, Kenya. 7 likes. Company."
https://twitter.com/textbookcentrel?lang=en,"The latest Tweets from Text Book Centre Ltd (@TextBookCentreL). Supplier of 
books, stationery, computer supplies, office equipment and all educational ..."
,
http://www.fairmont.com/norfolk-hotel-nairobi/,"Fairmont The Norfolk is a luxury hotel in Nairobi, Kenya. This landmark historic 
hotel is a traditional starting point for African safari and offers luxury ..."
,
http://yellow.co.ke/kinpash-enterprises-ltd-nairobi,"Pipes & Pipe Fittings|Yellow Pages Kenya Ltd. ... Kinpash Enterprises Ltd. Pipes 
& Pipe Fittings Dealers in Nairobi, Kenya ..."
,
http://www.royalorchidhotels.com/hotel-royal-orchid-nairobi/overview,"Hotel Royal Orchid, Azure, Nairobi the 5 star hotels in Kenya. Hotel Royal Orchid, 
Azure the newest five star hotel located in Nairobi Westlands area."
http://www.africalegalnetwork.com/kenya/,"6 days ago ... Anjarwalla & Khanna (A&K) is the largest corporate law firm in Eastern Africa, 
with over 90 lawyers, and is generally considered the leading ..."
http://mr-berry.com/,"Mr-Berry - Mzuri Sweets Ltd. Home · About Us ... See our Sweets. Ball Gums, 
Lollipops, Bubble Gum & more. See our Sweets. Our Sweets. Mr Berry - Bubble ..."
http://www.adixplastics.com/,"Adix Plastics is a Plastic manufacturing industry located at the Industrial Area of 
Nairobi. It was established in June 2006 by Family members as partners joining ...Office: +254 20 557500 / 555279. Office Cell: (+254) 0729 ...As mentioned earlier, Adix Plastics offers a range of different ...Our Products. Our Products. Basins · Baby Bath Tub ...Home · News · About Us · Our Products · Contacts. Chairs. Our ..."
http://macspharmaceuticals.co.ke/,"Mac's Pharmaceuticals Ltd. was established in 1977 with the noble objective to 
manufacture and market affordable therapeutic products. Since then Mac's ..."
http://listings.findthecompany.com/l/274836721/Nyakach-Sub-County-Health-Management-Team-in-Pap-Onditi-Kenya,"Nyakach Sub County Health Management Team is a general medical and 
surgical hospital located in Pap Onditi, Kenya. View phone number, employees, ..."
https://kisumu.go.ke/ministry/health-services-and-promotion-of-health-investments,"Management ... A dynamic, excellent and globally competitive County health 
services, that contribute to a healthy and productive population by 2017. 
MISSION. To transform the livelihood of the people of Kisumu County through 
responsive ..."
http://www.kuscco.com/,"World Council of Credit Union Conference 2017 ... for the savings and credit 
societies in Kenya, through which we stand by SACCOs, ... This is the inter-
lending facility for all SACCOs affiliated to KUSCCO Ltd and operates on ... 
Ministry of Industry Trade and Cooperatives Kenya:This is the ministry under 
which SACCOs fall."
http://www.steelmangal.com/,"Mangal Steel, a total solution provider for fabricated steel and galvanized 
hardwares, specialised in vineyard and orchard trellising, fastners, chain link 
fencing, ..."
http://www.businesslist.co.ke/company/92889/sarkish-flora-ltd,"Have questions? Get answers from SARKISH FLORA LTD or BusinessList.co.ke 
users. Visitors haven't asked any questions yet. Ask a Question ..."
http://www.laneeb.co.ke/about.html,"Laneeb Plastic Industries Limited was incorporated in year 1995 with humble 
begining of Polythene Sheeting, Tubing and Carry Bag, over a priod comapny 
has ..."
http://uk.worlddutyfree.com/,"At World Duty Free everyone can discover fantastic savings compared to high 
street prices on a wide range of products including fragrance, skincare, cosmetics
 ..."
https://www.liquidtelecom.com/,"Liquid Telecom is the leading independent data, voice and IP provider in eastern, 
central and southern Africa. We supply wholesale fibre optic, satellite and ..."
http://galanaoil.com/,"Galana Oil Kenya Limited is a locally owned oil marketing company based in 
Nairobi, Kenya. We import, export and locally distribute safe and high quality ...Contact Galana Oil Kenya for any inquiries or feedback.Galana Oil Kenya Limited is a locally owned oil marketing ...Team. Teamwork is a crucial part of our business, as it is necessaryHome Services Lubricants ... a wide range of automotive ...Careers. Forward Your Career Come work with us in Galana ...Trading. Importing quality petroleum products to serve our ..."
http://www.mcsprogram.org/integrated-community-case-management-childhood-illness-happening-bondo-western-kenya/,"Aug 5, 2016 ... Victoria was among 58 CHVs trained in Bondo Sub County by government ... 
MCSP also supported the Sub County Health Management Team ..."
http://www.kalro.org/Horticulture_Research_Institute,"About the Institute. The KALRO Horticultural Research Institute, is headquartered 
at Thika. It was created in 2014 by the Kenya Agricultural and Livestock Act of ..."
http://pharmacyboardkenya.org/,"The Pharmacy and Poisons Board is the Drug Regulatory Authority established 
under the Pharmacy and Poisons Act, Chapter 244 of the Laws of Kenya.Online Portal · Clinical Trials · Pharmacovigilance ...Guidelines for advertisement and promotion of Medicines and ...Report any issue Director Inspectorate. Address you letter ...The Minister for Health in consultation with the Pharmacy ...Product Registration · Pharmacy Practice · Manufacturing ...PPB PORTAL. Welcome to PPB Online Services Portal. Students ..."
http://www.liberty.co.ke/,"Liberty, we provide financial solutions that can be tailor-made to suit your 
financial ... you on how to financially protect you and your family from life's 
uncertainties.Contact Centre +254 711 076 222 t (+254) 20 286 6000 cell 0711 ...For individual. offeringbanner. Protect; |; Invest. Let us protect ...Careers. banner_career1. It has been and will continue to be the ...For business. offeringbusinessbanner ...Who we are. Liberty Life Assurance Kenya is a life ...Payment Methods. Change mode of premium payment (e.g. from ..."
http://www.vaculug.com/,"May 2, 2017 ... At the heart of Vacu-Lug, is our passion to produce a first-class ... We work 
alongside our industry-leading tyre partners to bring new OTR and ..."
http://www.jubileegroup.org/,"Jubilee Group, Top wholesalers & retailers in hardware equipment of all types. 
Importers and sellers of hardware tools all over kenya. Dealers in Wire Products,
 ...Jubilee Jumbo Hardware Ltd (KSM). Home; Subsidiaries; Jubilee ...Jubilee Jumbo Hardware (Nbi) Ltd ... Hardware Ltd, Norda Ind. Ltd ...HeadOffice. Jubilee Jumbo Hardware Ltd. Physical Address ...Jubilee Steel & Hardware Ltd. Physical Address: Mwakilingo ..."
http://www.adskenya.org/,"To proclaim the Good News of Christ to the society through social ministry of the 
Anglican Church of Kenya. Core Values. Godliness - Honoring God in our work ..."
http://aealimited.com/,"AEA Limited has its humble beginnings from a Kenyan Company that was 
incorporated in 1970.The company was initially established primarily with a focus 
on ..."
http://motogari.com/,"MotoGari is a Corporate Car Hire Company that provides companies with 
transportation solutions. We pride ourselves with ensuring that each customer is
 ..."
http://listings.findthecompany.com/l/274798198/Lti-Kisii-Safari-Inn-Ltd-in-Mombasa-Kenya,"Lti Kisii Safari Inn Ltd is a management service located in Mombasa, Kenya. View 
phone number, employees, products, revenue, and more."
http://www.synresins.com/,"Synresins Ltd is the leading manufacturer of synthetic resins in East and Central 
Africa. We produce a wide range of resins that are used across the paint, ...Makungi Close, Off Lunga Lunga Road. Industrial Area. P. O. Box ...Synresins Ltd is the leading manufacturer of synthetic resins ..."
http://www.yellowpageskenya.com/site/details/7804,"Ratings & Reviews. Do you know this business? Write a Review. No reviews yet. 
Be the first to rate & review Maridadi Building Contractors Ltd ..."
http://www.businesslist.co.ke/company/38192/cut-tobacco-k-ltd,"Cut Tobacco (K) Ltd is located in Nairobi, Kenya. Company is working in 
Industrial services, Cigars and Tobacco business activities. Working hours. Add 
hours."
http://legacy.intracen.org/dbms/leather/Contact.Asp?DS=HS&CG=G10&CD=404&PD=A8&ID=8617,"We are the leading tannery in the COMESA region with over 50 years experience 
in tanning of African hides and skins for export, mainly to Italy."
http://www.lonrho.com/Our_Business/Lonrho_Infrastructure/The_AFEX_Group/Default.aspx?id=936,"Nov 10, 2016 ... AFEX Group (“AFEX”) was established in 1987. It's headquarters are in Nairobi, 
Kenya – with associated offices in Tanzania, Uganda, United ..."
http://tononokasteels.com/,"Felix Omondi Company Buyer - Davis & Shirtliff Limited. We have ... We are glad 
to recommend Tononoka as a reliable supplier for steel and allied products."
http://www.eldoville.co.ke/story/,"Having started by producing two litres of cream every day for Hotel 
Intercontinental, Lucy Karuga, the Managing Director of Eldoville Farm has built 
her operation ..."
http://listings.findthecompany.com/l/266341265/Songoiywoo-Holding-Ltd-in-Nairobi-Kenya,"Songoiywoo Holding Ltd is a flour and other grain mill product producer located 
in Nairobi, Kenya. View phone number, employees, products, revenue, and ..."
http://www.phdaf.org/,"Partners for Health and Development in Africa (PHDA) is a non-profit 
organization registered in Kenya, working in the health and development fields in 
Kenya ...Geomaps Centre, 4th Floor Wing B. Matumbato Road, Upperhill ...PHDA Launch. Image 1. Showing Images 13 - 24 of 24 || Previous ...It is with great pleasure that we announce that the next Annual ..."
,
https://www.linkedin.com/company/broadband-communication-networks-ltd,"Join LinkedIn today for free. See who you know at BROADBAND 
COMMUNICATION NETWORKS LTD, leverage your professional network, and 
get hired."
http://www.sarovahotels.com/whitesands-mombasa/,"finest resort.
 ... Sarova Whitesands offers 2 extremely spacious and well decorated Presidential Suites located in a serene, secluded spot, overlooking the palms pool.
 ... Sarova Whitesands Beach Resort & Spa offers some of the finest meeting and conference services in the country with ..."
